identifier,name,description
2bfc7496-6e00-5c7d-9d81-1df05d4642c5,,"Compare fractions by reasoning about their size (with denominators 2, 3, 4, 6, and 8)"
f577262f-e994-558d-9643-47ad8a8f80ca,,Explain equivalence of fractions in special cases
95a6521a-e945-576b-9934-ce4039978c77,,Use exponent properties to generate equivalent numerical expressions with integer exponents
11d23252-77bd-599b-ab46-946bdee0286e,,Identify arithmetic patterns
686b69e4-341d-544e-9191-9d0e2e71827e,,Explain arithmetic patterns using properties of operations
a0846564-d632-56ca-ab05-d2ebdd070c60,,Identify arithmetic patterns in a multiplication table
d340a239-b067-5481-997a-a037b5832b1d,,Identify arithmetic patterns in an addition table
8f3e372f-10be-5526-8b26-808f4044e844,,"Round multi-digit whole numbers to any place within 1,000,000"
bfb3223b-9289-5017-a319-ed7932ef91d3,,"Describe the linearity, strength, direction, and clusters or outliers of an association shown in a scatter plot"
cb4fa2a9-ca81-55f4-8f24-dfc4ed997bf8,,Construct scatter plots given a set of data
f333277a-3fa1-5b04-b249-92c5bf27dc60,,Interpret scatterplots and recognize patterns of association in the data
54a463dd-df6b-5ace-afb5-b3b179799e8e,,Apply properties of operations as strategies to multiply rational numbers
c48c1cff-df43-5290-8c24-3a7166311e44,,Apply properties of operations as strategies to divide rational numbers
9d795694-10ee-5720-b042-24295517817c,,Demonstrate understanding of ordering of rational numbers
dbe78488-3e7b-5279-abf0-c84e82cf48a6,,Demonstrate understanding of absolute value of rational numbers
64c60862-10fa-526e-86f4-d1fcbd68c0e8,,Summarize numerical data sets in relation to their context by reporting the number of observations
882e3e9d-24ef-5bd6-8dcd-f34c74db0e73,,Work with 2 x 2 matrices as transformations of the plane
f5556ce9-0389-547e-b256-16a6fd13219b,,Interpret the absolute value of the determinant of a 2 x 2 matrix in terms of area
912cf934-0cdc-5c68-ad4e-133023e02d82,,Summarize numerical data sets in relation to their context
52a53073-75a3-592d-a9cf-aba403b0d018,,Determine whether expressions are equivalent using the properties of operations to simplify or expand expressions
5ccfcd23-a3c0-5104-90a1-74f37f2c2e56,,Explain whether expressions are equivalent using the properties of operations and substitution of the variable
67cfaafc-d884-51af-b809-d3beb5308379,,Use substitution of the variable to determine whether expressions are equivalent
61fbfd28-285c-54f7-aa98-f119791e4694,,Identify whether the number of objects in one group is greater than the number of objects in another group
80c711ce-58ca-50a6-bb1b-3bcff46f43d2,,Identify whether the number of objects in one group is equal to the number of objects in another group
b7ed5640-c23e-5d02-a378-28396c32df46,,Identify whether the number of objects in one group is less than the number of objects in another group
7f339f4c-abc1-50e7-a0f3-448af44eabec,,Find the volume of a three-dimensional figure by counting unit cubes
1d352a1c-205d-5403-bfe5-a1e6b798915a,,"Solve linear equations in one variable, including equations with coefficients represented by letters"
9d4e71b3-160a-5522-9c08-8291edc97d55,,Solve linear inequalities in one variable
1781e56e-47c9-516c-b629-aae8cd68f41b,,Subtract rational numbers to solve mathematical problems
1bff6614-a6c0-5ee1-84a5-0da4f870a38f,,Add rational numbers to solve real-world problems
29a9858d-11e0-5445-9b49-f5eb46ce5341,,Multiply rational numbers to solve real-world problems
2f8040bb-70fe-5a05-9538-59afb5a6b7f4,,Add rational numbers to solve mathematical problems
39612eaf-3eed-57be-96d2-4ac4abda7d59,,Subtract rational numbers to solve real-world problems
8c3bf1a0-0301-5a31-8be8-5df2670b3429,,Multiply rational numbers to solve mathematical problems
d28fda5e-9a78-52d3-b990-f49ae553a303,,Divide rational numbers to solve real-world problems
d69891ac-e002-5ba0-a6ef-eaed347d9ef8,,Divide rational numbers to solve mathematical problems
3fd3c652-c7ac-5615-b8b7-50ff7718d89a,,Identify statistical questions
040a3c85-8449-5aaf-9d57-912875b596d0,,"Compare two-dimensional shapes in different sizes and orientations, using informal language to describe their similarities, differences, parts, and other attributes"
2b32313c-e965-5b68-a744-d60f6a15b000,,"Analyze two-dimensional shapes in different sizes and orientations, using informal language to describe their parts, including number of sides and vertices/corners, as well as other attributes (e.g. having sides of equal length)"
305edb5e-e972-5f35-adae-d95371fb9b0f,,"Compare three-dimensional shapes in different sizes and orientations, using informal language to describe their similarities, parts, and other attributes"
40a169c6-414f-5e1e-9350-8980469c6985,,"Compare three-dimensional shapes in different sizes and orientations, using informal language to describe their differences, parts, and other attributes"
50953a3f-63f3-5b72-9f49-3466e8040e50,,"Compare two-dimensional shapes in different sizes and orientations, using informal language to describe their similarities, parts, and other attributes"
7dfda327-0d4b-5dd0-894a-9b8a59b51069,,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/""corners"") and other attributes (e.g., having sides of equal length)."
7ea56e28-619b-5c4d-bdef-8534d5c1296c,,"Analyze three-dimensional shapes in different sizes and orientations, using informal language to describe their parts, including number of sides and vertices/corners, as well as other attributes (e.g. having sides of equal length)"
b70d9b7c-8ce0-58a8-b0f5-cb49019e6b4e,,"Compare three-dimensional shapes in different sizes and orientations, using informal language to describe their similarities, differences, parts, and other attributes"
fcecf352-8bab-5ecc-bb5b-83841c593cbb,,"Compare two-dimensional shapes in different sizes and orientations, using informal language to describe their differences, parts, and other attributes"
5b18f52e-5eae-5b00-9720-d66c9f21084d,,Summarize numerical data sets in relation to their context by relating the choice of measures of variability to the shape of the data distribution and the context in which the data were gathered
8f6aea95-061a-5ffb-ab9a-092241f50441,,Summarize numerical data sets in relation to their context by relating the choice of measures of center to the shape of the data distribution and the context in which the data were gathered
05492c78-5bc3-51f2-890d-92283c0d1c00,,Use tables to compare ratios
23e8528c-1687-5088-9a16-d51bc8a145e6,,Find missing values in ratio tables
31d1aa9e-8254-5472-b22c-36d17d807f58,,Plot pairs of values from ratio tables on the coordinate plane
8074c052-9641-561c-886a-a9846d3f086f,,Plot pairs of ratio values on the coordinate plane
96529518-a495-5947-b797-c53a2d3c7a05,,Make tables of equivalent ratios relating quantities with whole-number measurements
25b05fc8-91c0-53ba-857d-2999693a6c13,,Multiply matrices by scalars to produce new matrices in a mathematical context
95aed6d1-baae-5581-b0a5-d0a5e556cea3,,Multiply matrices by scalars to produce new matrices in a real world context
4dd3ad72-9adc-5535-b3b6-fec995b1b847,,Construct a tangent line from a point outside a given circle to the circle
29e60e03-2920-51de-aff0-cb317dad7e54,,Solve unit rate problems including those involving unit pricing and constant speed
25797f65-59f4-5a0a-a579-d3667d28370e,,"Use <, >, and = symbols to record comparisons of two decimals to the thousandths"
7497ced2-125e-5196-a101-83702ed6df68,,Compare two decimals to the thousandths
433011a1-134c-5841-a49b-b33e87282103,,"Identify two fractions as equivalent (equal) if they are the same point on a number line (with denominators 2, 3, 4, 6, and 8)"
a04aae38-9db3-5a88-bbea-ee0920c415c7,,"Identify two fractions as equivalent (equal) if they are the same size (with denominators 2, 3, 4, 6, and 8)"
056c6b51-39c7-52a5-904d-82ad889b069c,,Understand the rules for multiplying signed numbers
be26c574-9da9-5f75-83d1-d14ac1c00d09,,Interpret products of rational numbers by describing them with real-world contexts
91a4d15a-cda6-510b-ba13-56d5bf536917,,Represent proportional relationships between quantities
b02c3de8-7535-5bfc-8e3f-8437bc32a140,,Recognize proportional relationships between quantities
19b14df5-b02c-5024-b774-6f9db59570e4,,"Know that every number is a complex number of the form a + bi, where a and b are real numbers"
1bbdaf6c-df07-5c01-8a79-9813c0ad3577,,Know that the complex number i^2 = -1
0d09acef-0351-5d6e-8d35-ec2a950c1cf5,,Find area of quadrilaterals by composing into rectangles or decomposing into triangles and other shapes and use to solve mathematical problems
5a75b6d4-a3f4-5ff8-bf12-f81ff5586042,,Find area of polygons by composing into rectangles or decomposing into triangles and other shapes and use to solve mathematical problems
68e69e23-c527-5dbc-b54a-7e1d0b1115fb,,Find area of polygons by composing into rectangles or decomposing into triangles and other shapes and use to solve real-world problems
924ca975-15b2-59d6-9093-d59fbbc7bbdb,,Find area of quadrilaterals by composing into rectangles or decomposing into triangles and other shapes and use to solve real-world problems
ae975d69-8c4a-580b-aba0-7d9089b3393b,,Find area of triangles by composing into rectangles or decomposing into triangles and other shapes and use to solve real-world problems
c2509042-cd73-5665-88f3-317d399b8e9d,,Find area of triangles by composing into rectangles or decomposing into triangles and other shapes and use to solve mathematical problems
13498e57-1a95-5b05-a073-f99ab6e932ff,,"Generate equivalent fractions using the principle a/b = (n x a)/(n x b) (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
5f61cb2a-1c2e-5a6f-9f57-47629badf7c0,,Recognize equivalent fractions using the principle a / b = (n x a)/(n x b)
74de8dae-331b-5d0a-8f64-a1e8c7c5c3be,,Explain why a fraction a/b is equivalent to a fraction (n x a)/(n x b) using visual fraction models
c3b684c1-9c44-51cd-8a52-d7812ec62951,,Generate equivalent fractions using the principle a/b = (n x a)/(n x b)
df5f3fb2-9b5d-5e23-838e-dc991a80a444,,"Recognize equivalent fractions using the principle a / b = (n x a)/(n x b) (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
940c5192-bc92-5bd6-b1c4-f5bedb87f0f9,,Determine the magnitude and direction of the sum of two vectors given in magnitude and direction form
a4edafd2-4b08-5996-bbb9-4bdca1b10eb2,,Use the formula A = 1/2 ab sin (C) to find the area of any triangle
e63ee628-3eb1-5fba-a2a1-0de043bf101e,,Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side
0013fbee-3e76-500f-9978-42aa1a65f105,,Use conversions to solve multi-step real-world problems
0c81b764-6a02-55dc-b60e-2d7d9806599a,,"Convert a measurement of length, mass, or volume from a smaller unit to a larger unit within the same system of measurement"
783e04ae-9b0c-5680-9b1a-7084998118c9,,"Convert a measurement of length, mass, or volume from a larger unit to a smaller unit within the same system of measurement"
1737d47d-d4d5-5f83-a314-65c293769020,,"Graph trigonometric functions, showing period, midline, and amplitude"
1f487587-cd8a-575e-9f42-75dcf673d2ed,,"Graph exponential functions, showing intercepts and end behavior, including asymptotes as appropriate, in real-world contexts, limited to situations that do not require a constant term"
5c3304d5-3347-532e-89bf-f519d2e1a23c,,"Graph exponential functions, showing intercepts and end behavior, including asymptotes as appropriate, in real-world contexts"
6b8d8189-b243-5ad1-9193-99edeeee1db7,,"Graph exponential functions, showing intercepts and end behavior, including asymptotes as appropriate, in mathematical contexts, limited to situations that do not require a constant term"
e56668f9-b6be-5381-bae6-6d6aae965d36,,"Graph exponential functions, showing intercepts and end behavior, including asymptotes as appropriate, in mathematical contexts"
f0cbeebe-a162-531a-a633-dc0bee3cd369,,"Graph logarithmic functions, showing intercepts and end behavior"
bd3e69fd-bd39-59c3-97d2-32a424fb2819,,Apply geometric methods to solve design problems
07e8b8c4-58c3-5a8e-a2df-e2053cb67891,,Identify relative sizes of length measurement units within the metric system
08cdf68d-9252-53a6-931d-82338eba3641,,Identify relative sizes of mass/weight measurement units within the customary system
